address_id,customer_id,address_type,street_address,city,state,zip_code
A006499,C005223,Mailing,111 Sean Centers Apt. 157,West Palm Beach,FL,04310
A006500,C005224,Home,0905 Michael Avenue,Boca Raton,FL,52539
A006501,C005225,Home,205 Gail Gateway,Fort Lauderdale,FL,55597
A006502,C005225,Mailing,417 Richard Drive Suite 487,Coral Springs,FL,81115
A006503,C005226,Home,594 Conway Cliffs,Sarasota,FL,19953
A006504,C005227,Home,0235 Freeman Ridges,Jacksonville,FL,26058
A006505,C005227,Mailing,20006 Glen Pines,West Palm Beach,FL,23991
A006506,C005228,Home,2506 Edgar Wells Apt. 997,Sarasota,FL,58562
A006507,C005228,Mailing,562 Daniel Mission,West Palm Beach,FL,64350
A006508,C005229,Home,9090 Flores Loop Apt. 867,Coral Springs,FL,06355
A006509,C005230,Home,16125 Hall Freeway Suite 514,Davie,FL,27732
A006510,C005231,Home,8467 Greene Trail Apt. 108,Davie,FL,79730
A006511,C005232,Home,924 Rowe Rapid Apt. 186,Fort Lauderdale,FL,92078
A006512,C005233,Home,5165 Logan Forest Suite 823,Sarasota,FL,61476
A006513,C005234,Home,03585 Lewis Estates Suite 022,Orlando,FL,40850
A006514,C005234,Mailing,6327 Meghan Cliffs,Fort Lauderdale,FL,67653
A006515,C005235,Home,313 Stephanie Trail,Jacksonville,FL,33574
A006516,C005236,Home,33428 Cunningham Heights,Boca Raton,FL,51609
A006517,C005237,Home,090 Valentine Manors,Naples,FL,93437
A006518,C005238,Home,94314 Boyer Mews,Fort Lauderdale,FL,87209
A006519,C005238,Mailing,39814 Amy Shoal,West Palm Beach,FL,72782
A006520,C005239,Home,50946 Jodi Estates Suite 622,Fort Lauderdale,FL,77839
A006521,C005240,Home,866 Keith Cove,Coral Springs,FL,47605
A006522,C005241,Home,695 Robert Forge,Naples,FL,30098
A006523,C005242,Home,90608 Harper Mills,West Palm Beach,FL,19650
A006524,C005243,Home,477 Doyle Shore,Naples,FL,63267
A006525,C005244,Home,980 Hannah Springs,Naples,FL,49253
A006526,C005245,Home,99018 Williams Plain,Gainesville,FL,91473
A006527,C005246,Home,8585 Gray Alley,Orlando,FL,01929
A006528,C005246,Mailing,3232 Nicole Run Apt. 758,Jacksonville,FL,11840
A006529,C005247,Home,9965 Eric Drive,Jacksonville,FL,99018
A006530,C005248,Home,3758 Michael Stravenue Apt. 009,Coral Springs,FL,36307
A006531,C005248,Mailing,46647 Santos Roads,Orlando,FL,14206
A006532,C005249,Home,67387 Katelyn Villages,Jacksonville,FL,95710
A006533,C005250,Home,481 Brock Shoal,Miami,FL,76270
A006534,C005250,Mailing,9722 Ward Viaduct,Davie,FL,73286
A006535,C005251,Home,322 Laura Overpass,Tallahassee,FL,80350
A006536,C005251,Mailing,97621 Crane Orchard,Fort Lauderdale,FL,54682
A006537,C005252,Home,3112 Jessica Plains Suite 961,Jacksonville,FL,38341
A006538,C005253,Home,449 Burke Dam,Tallahassee,FL,37664
A006539,C005254,Home,5604 Fitzgerald Villages,Tampa,FL,76228
A006540,C005254,Mailing,727 Kyle Park,Hollywood,FL,00642
A006541,C005255,Home,286 Green Field,Tallahassee,FL,74597
A006542,C005256,Home,596 Figueroa Isle,Coral Springs,FL,36896
A006543,C005256,Mailing,2112 Kyle Shore,Naples,FL,57626
A006544,C005257,Home,053 Perry Mountains Apt. 339,Davie,FL,53223
A006545,C005258,Home,95224 Mason Pines Apt. 482,Davie,FL,04003
A006546,C005259,Home,54943 Norton Passage Suite 992,Orlando,FL,97506
A006547,C005260,Home,141 Madison Courts,Pembroke Pines,FL,65179
A006548,C005261,Home,0063 David Turnpike Suite 840,Gainesville,FL,87187
A006549,C005262,Home,6495 Flores Shoals Apt. 298,Sarasota,FL,30116
A006550,C005263,Home,2816 Thomas Ramp Suite 515,Boca Raton,FL,03964
A006551,C005264,Home,2453 Julie Corner Suite 282,Pembroke Pines,FL,19853
A006552,C005264,Mailing,998 David Neck Apt. 192,Tampa,FL,89306
A006553,C005265,Home,71581 Mckinney River Apt. 749,Tampa,FL,77444
A006554,C005266,Home,23944 Ashley Summit Suite 944,Sarasota,FL,33433
A006555,C005266,Mailing,1827 Bullock Circles Apt. 925,Boca Raton,FL,79037
A006556,C005267,Home,56529 Elizabeth Ports Apt. 693,Coral Springs,FL,72512
A006557,C005268,Home,97788 Rachael Key Apt. 252,Davie,FL,25028
A006558,C005269,Home,088 Hawkins Heights Apt. 332,Jacksonville,FL,14266
A006559,C005269,Mailing,229 Jeremy Row,Tallahassee,FL,56112
A006560,C005270,Home,6745 Laurie Glens Apt. 264,Fort Lauderdale,FL,43121
A006561,C005271,Home,027 Lopez Fort,Orlando,FL,75493
A006562,C005272,Home,083 Gabrielle Drives Apt. 708,Pembroke Pines,FL,41708
A006563,C005273,Home,916 Michael Points Apt. 988,Hollywood,FL,92446
A006564,C005274,Home,7490 Hogan Cliff,Coral Springs,FL,35581
A006565,C005274,Mailing,8522 Virginia Motorway Suite 774,Jacksonville,FL,90574
A006566,C005275,Home,39011 Weaver Dale Suite 207,Jacksonville,FL,97356
A006567,C005276,Home,95404 Fisher Lock Apt. 275,Davie,FL,10598
A006568,C005277,Home,64013 Robertson Lights Apt. 671,Gainesville,FL,03063
A006569,C005277,Mailing,4810 Sherri Vista,Davie,FL,92758
A006570,C005278,Home,0758 Henry Place Suite 999,Boca Raton,FL,89575
A006571,C005279,Home,142 Daryl Mill Suite 198,Boca Raton,FL,64238
A006572,C005280,Home,02956 Guerra Shoals,Tallahassee,FL,76704
A006573,C005281,Home,303 William Ports,Coral Springs,FL,75710
A006574,C005282,Home,83773 Mora Streets Apt. 253,Jacksonville,FL,77826
A006575,C005283,Home,253 David Crossing Apt. 932,Boca Raton,FL,15165
A006576,C005284,Home,4070 Kim Walks Apt. 977,Jacksonville,FL,56267
A006577,C005285,Home,42875 William Isle,Hollywood,FL,38424
A006578,C005286,Home,66897 Padilla Stravenue,Tallahassee,FL,98733
A006579,C005287,Home,316 Margaret Via Apt. 056,Hollywood,FL,95824
A006580,C005288,Home,27642 Jackson Burg Suite 083,Tampa,FL,53299
A006581,C005288,Mailing,3788 Walton Stravenue Suite 336,Miami,FL,76303
A006582,C005289,Home,882 Barry Trace,Gainesville,FL,01056
A006583,C005289,Mailing,1874 Waters Passage,Gainesville,FL,48133
A006584,C005290,Home,60131 Julia Knolls Suite 793,Orlando,FL,03906
A006585,C005291,Home,575 White Parkways Suite 262,Gainesville,FL,42061
A006586,C005292,Home,3625 Gail Heights,Boca Raton,FL,98656
A006587,C005292,Mailing,782 Nicholas View Apt. 895,Jacksonville,FL,51399
A006588,C005293,Home,0097 Rodriguez Manors,Fort Lauderdale,FL,21217
A006589,C005294,Home,610 Virginia Road,Pembroke Pines,FL,51820
A006590,C005295,Home,520 Jose Corner Suite 999,Tallahassee,FL,17048
A006591,C005295,Mailing,4266 Joshua Walks Suite 735,Miami,FL,09895
A006592,C005296,Home,2911 Andre Rapids,West Palm Beach,FL,84435
A006593,C005297,Home,51649 Nathaniel Corner,Orlando,FL,76209
A006594,C005298,Home,2092 Flores Mall Suite 495,Fort Lauderdale,FL,62535
A006595,C005299,Home,6534 Jordan Estates,Gainesville,FL,39157
A006596,C005300,Home,51392 Campbell Garden,Sarasota,FL,19720
A006597,C005300,Mailing,46015 Michael Fords Suite 852,Tallahassee,FL,34164
A006598,C005301,Home,7928 Holmes Spur,Fort Lauderdale,FL,18242
A006599,C005302,Home,312 David Rapids,Tallahassee,FL,72105
A006600,C005303,Home,9169 Li Expressway Apt. 414,Sarasota,FL,56590
A006601,C005304,Home,980 Rasmussen Row Apt. 809,Davie,FL,87036
A006602,C005305,Home,533 Riley Knoll,Miami,FL,22780
A006603,C005306,Home,7951 Johnson Garden,Tallahassee,FL,77505
A006604,C005306,Mailing,2819 Jose Fort Suite 587,Pembroke Pines,FL,59673
A006605,C005307,Home,97020 Brittany Courts Suite 778,Sarasota,FL,16216
A006606,C005308,Home,0295 Ray Plain Suite 726,Boca Raton,FL,25123
A006607,C005309,Home,3557 Renee Groves,Jacksonville,FL,38804
A006608,C005309,Mailing,440 Hicks Center,Tampa,FL,76238
A006609,C005310,Home,0597 Bailey Alley Apt. 877,Tampa,FL,29783
A006610,C005311,Home,9419 Gregory Point Suite 518,Boca Raton,FL,31692
A006611,C005312,Home,011 Michael Lake,West Palm Beach,FL,29529
A006612,C005313,Home,88213 Nelson Green,Orlando,FL,80990
A006613,C005313,Mailing,95112 Barbara Curve,Gainesville,FL,82767
A006614,C005314,Home,5862 Fred Plaza,Pembroke Pines,FL,80242
A006615,C005315,Home,5062 Samuel Rapids Apt. 574,Orlando,FL,37797
A006616,C005315,Mailing,1029 Kim Springs Suite 738,Fort Lauderdale,FL,63545
A006617,C005316,Home,95073 Lisa Gardens Suite 969,Davie,FL,02414
A006618,C005316,Mailing,93391 Shannon Groves,West Palm Beach,FL,37110
A006619,C005317,Home,851 Bailey Junction,Fort Lauderdale,FL,79505
A006620,C005318,Home,5719 Smith Underpass,West Palm Beach,FL,67500
A006621,C005319,Home,77581 Angela Pass Suite 523,Tallahassee,FL,41091
A006622,C005320,Home,2721 Thomas Meadows,Orlando,FL,55359
A006623,C005321,Home,553 Curtis Crossroad,Gainesville,FL,55571
A006624,C005321,Mailing,52402 Schultz Junctions,Boca Raton,FL,39275
A006625,C005322,Home,5083 Andrew Flat,Miami,FL,18667
A006626,C005322,Mailing,915 Ronald Gateway,Davie,FL,54768
A006627,C005323,Home,0760 Johnson Centers,Fort Lauderdale,FL,16773
A006628,C005323,Mailing,70717 Gonzalez Villages Apt. 886,Jacksonville,FL,43309
A006629,C005324,Home,027 Spencer Mountain,Orlando,FL,42524
A006630,C005324,Mailing,223 Tiffany Village Apt. 161,Hollywood,FL,97952
A006631,C005325,Home,833 Scott Turnpike Apt. 413,Tallahassee,FL,61484
A006632,C005326,Home,7127 Dickson Shore Apt. 407,Tampa,FL,76987
A006633,C005326,Mailing,020 Timothy Ferry,Tallahassee,FL,42505
A006634,C005327,Home,7799 Martin Rue Apt. 328,Tallahassee,FL,29041
A006635,C005328,Home,8370 Katherine Corner,Hollywood,FL,31849
A006636,C005329,Home,92460 Boyd Underpass,Coral Springs,FL,48074
A006637,C005330,Home,2410 Julie Hills Apt. 997,Pembroke Pines,FL,34301
A006638,C005331,Home,09592 Lori Rue Suite 305,Davie,FL,72765
A006639,C005332,Home,737 Barnett Islands Suite 210,Gainesville,FL,07394
A006640,C005333,Home,414 Anthony Field,Hollywood,FL,14295
A006641,C005334,Home,8139 Jessica Spur,Davie,FL,27192
A006642,C005334,Mailing,58104 Janice Mountain,Boca Raton,FL,37936
A006643,C005335,Home,1079 Rodriguez Ports,Boca Raton,FL,15187
A006644,C005335,Mailing,5662 Dunn Harbor Suite 066,Coral Springs,FL,30130
A006645,C005336,Home,711 Karen Lodge Suite 849,Sarasota,FL,44984
A006646,C005337,Home,194 Brady Points,Sarasota,FL,15498
A006647,C005338,Home,9632 Nguyen Mill Apt. 476,Naples,FL,92439
A006648,C005339,Home,569 James Junction,Tampa,FL,73157
A006649,C005340,Home,03705 John Motorway,Hollywood,FL,32522
A006650,C005341,Home,08547 Michael Mountain,Boca Raton,FL,17039
A006651,C005341,Mailing,7714 Casey Radial,Tallahassee,FL,82362
A006652,C005342,Home,066 Smith Mall,Orlando,FL,90724
A006653,C005343,Home,7603 Bowman Springs Apt. 737,Miami,FL,41103
A006654,C005344,Home,52986 Roberson Court,Hollywood,FL,48308
A006655,C005345,Home,82117 Henry Mills Suite 084,Davie,FL,72836
A006656,C005346,Home,1148 Angela Lock Apt. 317,Gainesville,FL,96766
A006657,C005347,Home,7978 Moore Glens Apt. 320,Tallahassee,FL,47764
A006658,C005348,Home,2879 Kathy Forge,Gainesville,FL,31873
A006659,C005349,Home,82380 Winters Summit,Coral Springs,FL,92082
A006660,C005349,Mailing,37671 Edward Square Apt. 271,Tallahassee,FL,16061
A006661,C005350,Home,95347 Cassidy Court Apt. 469,Naples,FL,67253
A006662,C005351,Home,069 Richard Locks,Coral Springs,FL,25715
A006663,C005351,Mailing,17492 Garcia Fields Suite 198,Orlando,FL,53413
A006664,C005352,Home,86630 Silva Cliffs Apt. 649,Gainesville,FL,17624
A006665,C005353,Home,56427 Suzanne Hollow Suite 572,Tallahassee,FL,68642
A006666,C005353,Mailing,575 Hines Manors Apt. 366,Naples,FL,94559
A006667,C005354,Home,777 Tracey Meadows,Pembroke Pines,FL,31155
A006668,C005355,Home,424 Hannah Causeway Suite 851,Davie,FL,46131
A006669,C005356,Home,2963 Davis Key,Coral Springs,FL,87803
A006670,C005356,Mailing,4702 Nancy Walks,Tampa,FL,54680
A006671,C005357,Home,01228 Mary Ranch Apt. 378,Fort Lauderdale,FL,07731
A006672,C005358,Home,56237 Sandra Parkway,Davie,FL,10554
A006673,C005359,Home,24984 Amanda Heights Apt. 047,Boca Raton,FL,80575
A006674,C005360,Home,1197 Rodriguez Groves,Pembroke Pines,FL,79578
A006675,C005361,Home,810 Jacob Forest Suite 812,Hollywood,FL,63960
A006676,C005362,Home,405 Barnes Vista Suite 857,West Palm Beach,FL,04601
A006677,C005363,Home,5698 Deanna Garden Suite 656,Hollywood,FL,35980
A006678,C005363,Mailing,84543 Pittman Radial Suite 058,Coral Springs,FL,85766
A006679,C005364,Home,69433 David Parks Suite 695,Miami,FL,74639
A006680,C005365,Home,265 Molly Valley Suite 400,Sarasota,FL,50878
A006681,C005366,Home,63135 Kelly Station,Fort Lauderdale,FL,35562
A006682,C005367,Home,93887 Allen Fork Apt. 072,Pembroke Pines,FL,56606
A006683,C005367,Mailing,018 Riggs View,Miami,FL,94249
A006684,C005368,Home,392 Blair Ramp,Sarasota,FL,23396
A006685,C005369,Home,140 Jacqueline Fall Apt. 289,Orlando,FL,71333
A006686,C005369,Mailing,49553 Rogers Trail,Davie,FL,41019
A006687,C005370,Home,67974 Johnson Ridges Suite 588,Coral Springs,FL,48397
A006688,C005371,Home,35233 Hudson Hollow,West Palm Beach,FL,14118
A006689,C005372,Home,84870 Jones Brook,Miami,FL,58428
A006690,C005373,Home,18267 Brandon Plain Apt. 124,Boca Raton,FL,25142
A006691,C005374,Home,836 Sharon Divide,Gainesville,FL,20582
A006692,C005375,Home,80286 Phillip Parkways Suite 395,Fort Lauderdale,FL,56818
A006693,C005376,Home,899 Brianna Mission Suite 303,Fort Lauderdale,FL,57347
A006694,C005376,Mailing,771 Skinner Terrace Apt. 244,Orlando,FL,02244
A006695,C005377,Home,921 Travis Causeway Apt. 053,Tallahassee,FL,85315
A006696,C005378,Home,749 Barry Islands,Sarasota,FL,01626
A006697,C005379,Home,39745 Nunez Pines Suite 965,Orlando,FL,22392
A006698,C005380,Home,056 Mckay Underpass,Pembroke Pines,FL,92691
A006699,C005381,Home,637 Buchanan Extensions Apt. 724,Gainesville,FL,59292
A006700,C005381,Mailing,017 Brian Track Suite 483,Coral Springs,FL,29283
A006701,C005382,Home,22856 Catherine Valley,Hollywood,FL,55928
A006702,C005383,Home,2222 Andrea Creek,Gainesville,FL,28161
A006703,C005384,Home,254 Mcdonald Unions Suite 735,Miami,FL,21428
A006704,C005385,Home,22779 Tyler Street Apt. 431,Pembroke Pines,FL,40124
A006705,C005386,Home,00031 Ortiz Mountain,Naples,FL,07873
A006706,C005387,Home,59494 Kelly Avenue,West Palm Beach,FL,82747
A006707,C005388,Home,165 Roth Trail,Davie,FL,17907
A006708,C005388,Mailing,0769 Boyd Course,Gainesville,FL,03102
A006709,C005389,Home,815 Martinez Parkway Apt. 513,Fort Lauderdale,FL,87234
A006710,C005389,Mailing,2706 Sean Bridge,Tampa,FL,39136
A006711,C005390,Home,276 Rickey Plains Suite 728,Gainesville,FL,25927
A006712,C005391,Home,2980 Reed Mews Suite 652,West Palm Beach,FL,72178
A006713,C005392,Home,21241 Teresa Lodge,Fort Lauderdale,FL,05612
A006714,C005393,Home,264 Bowers Lodge,West Palm Beach,FL,35026
A006715,C005394,Home,77400 Maddox Fort Suite 309,Fort Lauderdale,FL,49336
A006716,C005395,Home,96953 Sharon Mission,Orlando,FL,53297
A006717,C005396,Home,033 Martinez Unions Suite 287,Orlando,FL,79433
A006718,C005397,Home,6983 Bush Port Apt. 060,Orlando,FL,98323
A006719,C005398,Home,641 Vincent Locks,Davie,FL,45536
A006720,C005399,Home,9872 Campbell Drive Apt. 350,Gainesville,FL,43610
A006721,C005400,Home,47368 Robin Port Apt. 004,Jacksonville,FL,17406
A006722,C005401,Home,22096 Anthony Course,Jacksonville,FL,09855
A006723,C005402,Home,871 David Mills Apt. 353,Naples,FL,97649
A006724,C005403,Home,66604 James Camp,Miami,FL,90072
A006725,C005404,Home,30798 Angela Forest,Hollywood,FL,63019
A006726,C005405,Home,0465 Jennifer Expressway Apt. 645,Sarasota,FL,16527
A006727,C005406,Home,83003 Amber Corners Apt. 356,Fort Lauderdale,FL,81202
A006728,C005407,Home,05788 Long Neck,Sarasota,FL,90405
A006729,C005408,Home,012 Griffith Village,Hollywood,FL,39107
A006730,C005409,Home,92480 Patricia Glens Apt. 013,Naples,FL,68251
A006731,C005410,Home,1740 Sandra Branch,Tallahassee,FL,26016
A006732,C005410,Mailing,077 Gregory Oval Suite 820,Naples,FL,40846
A006733,C005411,Home,703 Davis Rapids Apt. 428,Pembroke Pines,FL,76970
A006734,C005412,Home,188 Alicia Row,Orlando,FL,63920
A006735,C005413,Home,73774 Marquez Manor,Miami,FL,32212
A006736,C005413,Mailing,380 Wright Manor Suite 453,Pembroke Pines,FL,24358
A006737,C005414,Home,527 Nicole Pines Apt. 608,Sarasota,FL,62363
A006738,C005415,Home,75269 Shelton Junction Suite 275,Tallahassee,FL,70446
A006739,C005416,Home,182 Susan Branch Apt. 085,Tallahassee,FL,43852
A006740,C005417,Home,0127 Ramsey Plaza,Orlando,FL,60265
A006741,C005417,Mailing,60410 Luna Turnpike Apt. 365,Coral Springs,FL,66671
A006742,C005418,Home,407 Carlson Unions,Tampa,FL,47652
A006743,C005419,Home,925 Terri Tunnel Apt. 025,Hollywood,FL,68606
A006744,C005420,Home,5000 Timothy Cliffs,Naples,FL,37111
A006745,C005421,Home,0259 Torres Plain,Davie,FL,65826
A006746,C005421,Mailing,65963 Bryant Extensions,Naples,FL,21465
A006747,C005422,Home,65366 Dale Cliff,Sarasota,FL,33173
A006748,C005423,Home,485 Ryan Court,Gainesville,FL,04261
A006749,C005424,Home,00488 Jasmine Row Apt. 238,Coral Springs,FL,91390
A006750,C005424,Mailing,6982 Howard Trail Suite 661,Sarasota,FL,58314
A006751,C005425,Home,042 Anna Mountain Suite 474,Pembroke Pines,FL,73633
A006752,C005426,Home,88599 Christopher Oval,Tampa,FL,80498
A006753,C005427,Home,337 Janet Greens,Gainesville,FL,54940
A006754,C005428,Home,97969 Patrick Court,Naples,FL,81040
A006755,C005429,Home,016 Ward Stream Apt. 243,Tampa,FL,23296
A006756,C005429,Mailing,21958 Johnson Valleys Suite 089,Gainesville,FL,59148
A006757,C005430,Home,319 Ashley Inlet Suite 193,Orlando,FL,31505
A006758,C005431,Home,856 Delgado Drives Suite 824,Tampa,FL,08682
A006759,C005432,Home,744 Morse Divide Suite 702,Fort Lauderdale,FL,57173
A006760,C005432,Mailing,4639 Miller Parks Apt. 562,West Palm Beach,FL,21679
A006761,C005433,Home,88555 Johnson Mews,Hollywood,FL,75443
A006762,C005433,Mailing,7288 Melissa Vista Suite 465,Davie,FL,68628
A006763,C005434,Home,582 Madison Island,Boca Raton,FL,55431
A006764,C005435,Home,1448 Kim Valleys Apt. 450,Pembroke Pines,FL,25688
A006765,C005436,Home,48461 John Valley Suite 763,Naples,FL,62056
A006766,C005437,Home,146 Rachel Bridge Suite 977,Pembroke Pines,FL,31065
A006767,C005438,Home,977 Thomas Avenue,Jacksonville,FL,14714
A006768,C005439,Home,8968 Baker Flat Apt. 137,Naples,FL,50228
A006769,C005440,Home,0709 Dennis Summit Apt. 135,Jacksonville,FL,07417
A006770,C005440,Mailing,5282 Margaret Forges Suite 903,Pembroke Pines,FL,26000
A006771,C005441,Home,64370 Mckinney Corner,Jacksonville,FL,37902
A006772,C005442,Home,67660 Olson Heights Suite 135,Tampa,FL,35979
A006773,C005443,Home,89558 Charles Manors,Boca Raton,FL,25137
A006774,C005444,Home,02776 Byrd Bypass Apt. 640,Miami,FL,31985
A006775,C005445,Home,33947 Nicole Avenue,West Palm Beach,FL,54861
A006776,C005445,Mailing,272 Roberts Valleys Apt. 607,West Palm Beach,FL,25899
A006777,C005446,Home,56043 Martinez Island,Gainesville,FL,13698
A006778,C005447,Home,3196 Brianna Freeway Suite 847,Boca Raton,FL,64526
A006779,C005448,Home,6123 Clark Prairie,Coral Springs,FL,21989
A006780,C005449,Home,65259 Kimberly Lodge Suite 637,Tampa,FL,08102
A006781,C005450,Home,171 Cline Loop,Naples,FL,74344
A006782,C005451,Home,933 Paul Cliffs Apt. 085,Boca Raton,FL,74031
A006783,C005452,Home,229 Richard Square Suite 600,Miami,FL,15275
A006784,C005453,Home,204 Michelle Fort Suite 347,Sarasota,FL,94459
A006785,C005454,Home,37498 Potter Lodge,Miami,FL,38922
A006786,C005455,Home,487 Archer Plaza,Hollywood,FL,94852
A006787,C005456,Home,20003 Jennifer Loop Suite 187,Coral Springs,FL,38727
A006788,C005457,Home,15883 Audrey Shores Suite 996,Pembroke Pines,FL,42499
A006789,C005458,Home,6298 Hill Drives Apt. 372,Tampa,FL,24202
A006790,C005458,Mailing,262 Bonnie Locks,Tampa,FL,14060
A006791,C005459,Home,7953 Galvan Prairie,Hollywood,FL,79671
A006792,C005460,Home,26307 Scott Pike,Tallahassee,FL,33934
A006793,C005461,Home,369 Flynn Ville,Coral Springs,FL,14832
A006794,C005461,Mailing,14220 Wilson Cliffs,Orlando,FL,22134
A006795,C005462,Home,36060 Gary Fork Apt. 221,Boca Raton,FL,48567
A006796,C005462,Mailing,977 Amber Corner,Sarasota,FL,17672
A006797,C005463,Home,1925 Yolanda Falls,West Palm Beach,FL,94765
A006798,C005464,Home,853 Sabrina Locks Suite 576,Coral Springs,FL,10701
A006799,C005464,Mailing,9186 Watson Rest,West Palm Beach,FL,71345
A006800,C005465,Home,043 Stewart Burg,Pembroke Pines,FL,90737
A006801,C005466,Home,465 Mallory Village Suite 906,Hollywood,FL,68760
A006802,C005467,Home,2926 Nancy Isle,Jacksonville,FL,33852
A006803,C005468,Home,925 Bryan Oval Suite 823,Orlando,FL,12530
A006804,C005469,Home,76833 Graham Roads Suite 090,Sarasota,FL,46216
A006805,C005469,Mailing,60134 Park Glens Suite 898,Gainesville,FL,27423
A006806,C005470,Home,62619 Dustin Manor Suite 281,Tampa,FL,33124
A006807,C005471,Home,021 Ramirez Cape,Miami,FL,42940
A006808,C005472,Home,2224 David Manors,Boca Raton,FL,04821
A006809,C005473,Home,7299 Wells Prairie,Naples,FL,73180
A006810,C005474,Home,9570 Julia Greens Apt. 129,Orlando,FL,83540
A006811,C005475,Home,72905 Gray Common Suite 611,Tampa,FL,13214
A006812,C005476,Home,83992 Lee Ville,Hollywood,FL,32805
A006813,C005476,Mailing,49427 Rebecca Gateway Suite 526,Naples,FL,13397
A006814,C005477,Home,5813 Adam Stream Suite 257,Sarasota,FL,43676
A006815,C005477,Mailing,77792 Julie Greens Apt. 408,Gainesville,FL,64861
A006816,C005478,Home,220 Megan Harbors,Davie,FL,76301
A006817,C005479,Home,642 Jeffery View Suite 881,Hollywood,FL,03348
A006818,C005479,Mailing,82262 Christopher Walk Suite 149,Miami,FL,59054
A006819,C005480,Home,1126 Christina Coves,Gainesville,FL,83048
A006820,C005481,Home,1847 Peterson Loop Apt. 833,Fort Lauderdale,FL,81404
A006821,C005481,Mailing,90841 David Dam,Tampa,FL,13417
A006822,C005482,Home,28745 Carol Cape,Pembroke Pines,FL,37335
A006823,C005483,Home,4931 Meagan Crest Apt. 797,Miami,FL,76687
A006824,C005483,Mailing,276 Martinez Spring Suite 719,Fort Lauderdale,FL,64620
A006825,C005484,Home,56275 Robin Ports,Tampa,FL,54161
A006826,C005485,Home,142 Reeves Ridges,Sarasota,FL,93090
A006827,C005486,Home,2863 Lisa Parkways,Davie,FL,70357
A006828,C005486,Mailing,50355 Jennifer Key,Sarasota,FL,45278
A006829,C005487,Home,563 Toni Oval,Davie,FL,19428
A006830,C005487,Mailing,0598 Evans Spur Suite 180,Gainesville,FL,90738
A006831,C005488,Home,3972 Hooper Road,Davie,FL,10683
A006832,C005488,Mailing,09125 Ryan Prairie,Coral Springs,FL,15503
A006833,C005489,Home,835 Carter Land,Tampa,FL,63690
A006834,C005490,Home,368 Courtney Parkways,Tampa,FL,49247
A006835,C005490,Mailing,645 Stacy Unions,Coral Springs,FL,21216
A006836,C005491,Home,4417 Jennifer Lakes Apt. 786,Tampa,FL,21290
A006837,C005492,Home,722 Barnes Cliffs,Jacksonville,FL,75873
A006838,C005492,Mailing,66238 French Roads Suite 847,Hollywood,FL,45824
A006839,C005493,Home,90603 Davis Ways Suite 783,Coral Springs,FL,42277
A006840,C005494,Home,098 Walters Orchard,Naples,FL,48391
A006841,C005495,Home,2535 Mcguire Underpass,Naples,FL,48292
A006842,C005495,Mailing,32191 Garrison Forest Apt. 338,Gainesville,FL,44292
A006843,C005496,Home,930 Dennis Underpass Apt. 861,Sarasota,FL,24290
A006844,C005497,Home,60971 Robert Plain Apt. 044,Coral Springs,FL,06220
A006845,C005498,Home,29622 Jennifer Vista Suite 959,Pembroke Pines,FL,99449
A006846,C005499,Home,373 Brittany Mall,Coral Springs,FL,93831
A006847,C005500,Home,0661 Jennifer Course Apt. 184,Fort Lauderdale,FL,56210
A006848,C005501,Home,1435 Travis Villages,Orlando,FL,02193
A006849,C005502,Home,4065 Ramirez Gateway Suite 660,Tampa,FL,53009
A006850,C005502,Mailing,22834 Emily Place Apt. 566,Davie,FL,18305
A006851,C005503,Home,49097 Kevin Turnpike Apt. 672,Boca Raton,FL,70457
A006852,C005504,Home,3407 Ortega Knolls,Sarasota,FL,57322
A006853,C005505,Home,9216 Gonzales Canyon Suite 392,Sarasota,FL,96228
A006854,C005506,Home,3593 Coleman Ramp,Miami,FL,73858
A006855,C005507,Home,656 Harmon Fort,Tallahassee,FL,93297
A006856,C005507,Mailing,234 Davis Junctions Suite 818,Hollywood,FL,26213
A006857,C005508,Home,476 Ellen Path,Coral Springs,FL,94243
A006858,C005508,Mailing,8760 Dawn Oval,Sarasota,FL,57320
A006859,C005509,Home,0911 Sanders Cove,Fort Lauderdale,FL,75337
A006860,C005510,Home,8786 Randall Fields,Fort Lauderdale,FL,89404
A006861,C005511,Home,83013 Olson Trace Suite 373,Davie,FL,19595
A006862,C005512,Home,02502 Wendy Way Suite 725,Coral Springs,FL,21369
A006863,C005513,Home,6339 Bryan Park,Miami,FL,57543
A006864,C005514,Home,217 Barbara Square,Sarasota,FL,99670
A006865,C005514,Mailing,276 Brandi Walk Apt. 851,Davie,FL,25351
A006866,C005515,Home,5576 William Lodge,Coral Springs,FL,17006
A006867,C005515,Mailing,880 Susan Mountain,Davie,FL,11975
A006868,C005516,Home,63177 Fernandez Village,Miami,FL,80946
A006869,C005517,Home,2493 Clarke Centers,Boca Raton,FL,22320
A006870,C005518,Home,35830 Lee Cliffs,Coral Springs,FL,63440
A006871,C005519,Home,125 Weaver Forges,Sarasota,FL,76707
A006872,C005520,Home,29879 Carpenter Plaza Suite 639,Tampa,FL,07688
A006873,C005521,Home,9907 Scott Stream Apt. 877,Coral Springs,FL,62891
A006874,C005521,Mailing,6823 Barnes Rapids Suite 542,Tallahassee,FL,79895
A006875,C005522,Home,64862 William Place Apt. 234,Davie,FL,33000
A006876,C005522,Mailing,52469 Cooper Islands,Boca Raton,FL,04102
